534984780814,533848795756,055976731524,059898364354,01H.bmp
535285316295,533825012993,059884494374,063671590003,02G.bmp
536068360438,534921666180,063669206886,066408541182,03A.bmp
534945308609,533812200655,063643410213,065170562753,03C.bmp
534931778091,533797288583,065146411219,066676648582,03D.bmp
534916351690,533762548182,066649280216,069537776434,03G.bmp
533187450684,532054501664,048320994162,051626380935,04F.bmp
534582620498,533412389596,051463624923,055828785166,05A.bmp
532605211188,532425245811,052373637104,052823217576,05B.bmp
533862753318,532734771810,055221487629,057628652986,05F.bmp
532740483632,531615257885,053272460874,056120125940,05G.bmp
532737996295,531611881129,056115300719,057618814968,05H.bmp
533857229264,532729713329,057620610447,059131241285,06A.bmp
533851317856,532722398261,059120010463,060633769673,06B.bmp
532733992733,531606472783,057610824977,059117462359,06C.bmp
532728105314,531599187379,059106306631,060616051594,06D.bmp
533843515065,532713198676,060619350616,062136222386,06E.bmp
533833821090,532702114810,062118614036,063638582438,06F.bmp
532720334186,531590025101,060601728958,062114565832,06G.bmp
532710679548,531578986180,062097075242,063612988238,06H.bmp
533822236178,532689146942,063617783860,065140832847,07A.bmp
533808760622,532674295402,065116843231,066642956640,07B.bmp
532699141642,531566070894,063592328768,065111301984,07C.bmp
532685720761,531551279569,065087472831,066609490247,07D.bmp
533793394766,532657560565,066615775300,068144936853,07E.bmp
533776139000,532638942856,068114563226,069646756531,07F.bmp
532670417246,531534612579,066582490732,068107536217,07G.bmp
532653231483,531516070345,068077365781,069605423091,07H.bmp
533364008237,531475150568,069568695305,072370047147,08C.bmp
532102226899,529710525904,046838564631,049256807120,09B.bmp
530493504099,529365316499,050144715669,052979404444,09H.bmp
531617199633,530493332868,052526636391,054619467270,10B.bmp
531616833165,530492114023,054617815832,056114266485,10E.bmp
531614722153,530488597177,056109473122,057609041461,10F.bmp
530493893701,529368583406,053722881009,056108445448,10G.bmp
530491426687,529365291817,056103684301,057599333107,10H.bmp
531610734819,530483210739,057601104765,059103775494,11A.bmp
531604871263,530475954846,059092694186,060598451889,11B.bmp
530487455497,529359927173,057591449231,059090179866,11C.bmp
530481615682,529352700638,059079172315,060580969499,11D.bmp
531597131634,530466829680,060584224812,062093053957,11E.bmp
531587516127,530455835470,062075680073,063587565012,11F.bmp
530473907387,529343612393,060566837128,062071685467,11G.bmp
530464330808,529332662663,062054427247,063562311232,11H.bmp
531576024983,530442972493,063567043405,065081968378,12A.bmp
531562658493,530428241072,065058298252,066576247382,12B.bmp
530452886183,529319851725,063541926257,065052830266,12C.bmp
530439573802,529305179898,065029317747,066543226045,12D.bmp
531547416994,530411641577,066549428063,068070385363,12E.bmp
531530300869,530393174425,068040416298,069564365668,12F.bmp
530424393997,529288647549,066516585314,068033482056,12G.bmp
530407347151,529270255092,068003712565,069523581795,12H.bmp
531511312787,530352680917,069531242714,072253029080,13A.bmp
530388435907,529229925340,069490679443,072205264738,13C.bmp
529920597733,528224273677,046278509503,048679123683,14B.bmp
528235654018,527100993779,046307919922,048691722002,14D.bmp
529367271075,528236658060,048667397078,051200986067,14E.bmp
528240865846,527113330811,048680834423,050171793128,14G.bmp
528244793330,527118640915,050163983865,051651901406,14H.bmp
529370554230,528247087358,053128456319,054615614389,15B.bmp
529370203836,528245453485,054613984837,056102663766,15E.bmp
529368109874,528241965024,056097933913,057589689324,15F.bmp
528245592104,527118152416,055648183313,057580108192,15H.bmp
529364154744,528236622064,057581857799,059076674661,16A.bmp
529358338545,528229424736,059065740212,060563603379,16B.bmp
528240832534,527113295387,057572329901,059063259077,16C.bmp
528235039832,527106127116,059052397081,060546352496,16D.bmp
529350661424,528220373220,060549564871,062050459085,16E.bmp
529341123571,528209467742,062033315501,063537225388,16F.bmp
528227393723,527097112143,060532407019,062029373547,16G.bmp
528217894398,527086250690,062012343583,063512305987,16H.bmp
529329725226,528196708575,063516975830,065023885906,17A.bmp
529316466674,528182096035,065000529592,066510424263,17B.bmp
528206542094,527073543027,063492190645,064995133577,17C.bmp
528193337094,527058989470,064971932083,066477840086,17D.bmp
529301348245,528165630486,066483960532,067996824092,17E.bmp
529284370318,528147312340,067967252399,069483069036,17F.bmp
528178279726,527042590380,066451551785,067960409292,17G.bmp
528161372537,526286426958,067904841431,070776829648,17H.bmp
529265534960,528112291176,069450386242,071860661416,18A.bmp
527104160680,525973886903,045735688562,047228782763,19A.bmp
527111764316,525982854282,047214900203,048705003140,19B.bmp
525980849214,524850581727,045756518401,047245736899,19C.bmp
525988422201,524859512981,047231945929,048718192747,19D.bmp
527117522023,525989982404,048694183596,050181280273,19E.bmp
527121433658,525995271091,050173522635,051657598169,19F.bmp
525994156699,524866612386,048707444578,050190704853,19G.bmp
525998052566,524871879766,050182998384,051663257362,19H.bmp
527685185815,525998720499,051650041954,053134049525,20A.bmp
528066460688,527886722574,052166941149,052463540256,20C.bmp
527123836762,526000328129,053132303208,054611812485,20B.bmp
527122229208,525994784561,055643645937,057570591852,20F.bmp
526000458509,524875094600,053724456876,056085546326,20G.bmp
525998031097,524871855820,056080909951,057561139703,20H.bmp
527117488846,525989947121,057562864975,059049932319,21A.bmp
527111719519,525982807759,059039142136,060529215829,21B.bmp
525994123655,524866577244,057553462467,059036693604,21C.bmp
525988377584,524859466644,059025974601,060512192369,21D.bmp
